2,5,0.00,0.58,0.75,2,0.02
2,6,0.00,0.56,0.75,2,0.01
2,7,0.00,0.56,0.75,2,0.00
2,0,0.12,0.49,0.75,2,0.53
2,1,0.12,0.45,0.75,2,0.44
2,2,0.12,0.40,0.75,2,0.31
2,3,0.12,0.35,0.75,2,0.16
2,4,0.12,0.33,0.75,2,0.06
2,5,0.12,0.28,0.75,2,0.02
2,6,0.12,0.23,0.75,2,0.01
2,7,0.12,0.19,0.75,2,0.00
2,0,0.25,0.49,0.75,2,0.53
2,1,0.25,0.43,0.75,2,0.41
2,2,0.25,0.36,0.75,2,0.26
2,3,0.25,0.28,0.75,2,0.16
2,4,0.25,0.21,0.75,2,0.05
2,5,0.25,0.16,0.75,2,0.02
2,6,0.25,0.13,0.75,2,0.00
2,7,0.25,0.10,0.75,2,0.00
2,0,0.38,0.49,0.75,2,0.53
2,1,0.38,0.39,0.75,2,0.40
2,2,0.38,0.28,0.75,2,0.28
2,3,0.38,0.17,0.75,2,0.14
2,4,0.38,0.10,0.75,2,0.05
2,5,0.38,0.07,0.75,2,0.02
2,6,0.38,0.05,0.75,2,0.01
2,7,0.38,0.03,0.75,2,0.00
2,0,0.50,0.49,0.75,2,0.53
2,1,0.50,0.38,0.75,2,0.40
2,2,0.50,0.25,0.75,2,0.30
2,3,0.50,0.11,0.75,2,0.16
2,4,0.50,0.08,0.75,2,0.07
2,5,0.50,0.03,0.75,2,0.03
2,6,0.50,0.02,0.75,2,0.01
2,7,0.50,0.01,0.75,2,0.00
2,0,-0.50,0.49,1.0,2,0.53
2,1,-0.50,0.40,1.0,2,0.26
2,2,-0.50,0.18,1.0,2,0.09
2,3,-0.50,0.05,1.0,2,0.01
2,4,-0.50,0.02,1.0,2,0.00
2,5,-0.50,0.00,1.0,2,0.00
2,6,-0.50,0.00,1.0,2,0.00
2,7,-0.50,0.00,1.0,2,0.00
2,0,-0.38,0.49,1.0,2,0.53
2,1,-0.38,0.45,1.0,2,0.31
2,2,-0.38,0.36,1.0,2,0.11
2,3,-0.38,0.19,1.0,2,0.02
2,4,-0.38,0.11,1.0,2,0.00
2,5,-0.38,0.04,1.0,2,0.00
2,6,-0.38,0.02,1.0,2,0.00
2,7,-0.38,0.01,1.0,2,0.00
2,0,-0.25,0.49,1.0,2,0.53
2,1,-0.25,0.46,1.0,2,0.31
2,2,-0.25,0.44,1.0,2,0.12
2,3,-0.25,0.31,1.0,2,0.02
2,4,-0.25,0.24,1.0,2,0.00
2,5,-0.25,0.15,1.0,2,0.00
2,6,-0.25,0.14,1.0,2,0.00
2,7,-0.25,0.09,1.0,2,0.00
