4,0,-0.75,0.55,100.0
4,1,-0.75,0.43,100.0
4,2,-0.75,0.22,100.0
4,3,-0.75,0.05,100.0
4,4,-0.75,0.01,100.0
4,5,-0.75,0.00,100.0
4,6,-0.75,0.00,100.0
4,7,-0.75,0.00,100.0
4,0,-0.62,0.55,100.0
4,1,-0.62,0.51,100.0
4,2,-0.62,0.32,100.0
4,3,-0.62,0.13,100.0
4,4,-0.62,0.05,100.0
4,5,-0.62,0.02,100.0
4,6,-0.62,0.00,100.0
4,7,-0.62,0.00,100.0
4,0,-0.50,0.55,100.0
4,1,-0.50,0.55,100.0
4,2,-0.50,0.45,100.0
4,3,-0.50,0.34,100.0
4,4,-0.50,0.18,100.0
4,5,-0.50,0.08,100.0
4,6,-0.50,0.04,100.0
4,7,-0.50,0.02,100.0
4,0,-0.38,0.55,100.0
4,1,-0.38,0.51,100.0
4,2,-0.38,0.51,100.0
4,3,-0.38,0.44,100.0
4,4,-0.38,0.36,100.0
4,5,-0.38,0.24,100.0
4,6,-0.38,0.20,100.0
4,7,-0.38,0.11,100.0
4,0,-0.25,0.55,100.0
4,1,-0.25,0.52,100.0
4,2,-0.25,0.54,100.0
4,3,-0.25,0.51,100.0
4,4,-0.25,0.47,100.0
4,5,-0.25,0.37,100.0
4,6,-0.25,0.40,100.0
4,7,-0.25,0.29,100.0
4,0,-0.12,0.55,100.0
4,1,-0.12,0.52,100.0
4,2,-0.12,0.53,100.0
4,3,-0.12,0.52,100.0
4,4,-0.12,0.46,100.0
4,5,-0.12,0.37,100.0
4,6,-0.12,0.38,100.0
4,7,-0.12,0.29,100.0
4,0,0.00,0.55,100.0
4,1,0.00,0.55,100.0
4,2,0.00,0.56,100.0
4,3,0.00,0.60,100.0
4,4,0.00,0.56,100.0
4,5,0.00,0.56,100.0
4,6,0.00,0.56,100.0
4,7,0.00,0.58,100.0
4,0,0.12,0.55,100.0
4,1,0.12,0.49,100.0
4,2,0.12,0.46,100.0
4,3,0.12,0.38,100.0
4,4,0.12,0.31,100.0
4,5,0.12,0.29,100.0
4,6,0.12,0.22,100.0
4,7,0.12,0.22,100.0
4,0,0.25,0.55,100.0
4,1,0.25,0.49,100.0
4,2,0.25,0.46,100.0
4,3,0.25,0.38,100.0
4,4,0.25,0.31,100.0
4,5,0.25,0.29,100.0
4,6,0.25,0.22,100.0
4,7,0.25,0.22,100.0
4,0,0.38,0.55,100.0
4,1,0.38,0.49,100.0
4,2,0.38,0.46,100.0
4,3,0.38,0.38,100.0
4,4,0.38,0.31,100.0
4,5,0.38,0.29,100.0
4,6,0.38,0.21,100.0
4,7,0.38,0.22,100.0
