2,0,-0.75,0.50,100.0
2,1,-0.75,0.27,100.0
2,2,-0.75,0.07,100.0
2,3,-0.75,0.01,100.0
2,4,-0.75,0.00,100.0
2,5,-0.75,0.00,100.0
2,6,-0.75,0.00,100.0
2,7,-0.75,0.00,100.0
2,0,-0.62,0.50,100.0
2,1,-0.62,0.37,100.0
2,2,-0.62,0.15,100.0
2,3,-0.62,0.02,100.0
2,4,-0.62,0.01,100.0
2,5,-0.62,0.00,100.0
2,6,-0.62,0.00,100.0
2,7,-0.62,0.00,100.0
2,0,-0.50,0.50,100.0
2,1,-0.50,0.47,100.0
2,2,-0.50,0.29,100.0
2,3,-0.50,0.11,100.0
2,4,-0.50,0.04,100.0
2,5,-0.50,0.01,100.0
2,6,-0.50,0.00,100.0
2,7,-0.50,0.00,100.0
2,0,-0.38,0.50,100.0
2,1,-0.38,0.52,100.0
2,2,-0.38,0.43,100.0
2,3,-0.38,0.19,100.0
2,4,-0.38,0.14,100.0
2,5,-0.38,0.05,100.0
2,6,-0.38,0.02,100.0
2,7,-0.38,0.01,100.0
2,0,-0.25,0.50,100.0
2,1,-0.25,0.52,100.0
2,2,-0.25,0.44,100.0
2,3,-0.25,0.32,100.0
2,4,-0.25,0.25,100.0
2,5,-0.25,0.18,100.0
2,6,-0.25,0.11,100.0
2,7,-0.25,0.07,100.0
2,0,-0.12,0.50,100.0
2,1,-0.12,0.52,100.0
2,2,-0.12,0.43,100.0
2,3,-0.12,0.33,100.0
2,4,-0.12,0.28,100.0
2,5,-0.12,0.19,100.0
2,6,-0.12,0.12,100.0
2,7,-0.12,0.09,100.0
2,0,0.00,0.50,100.0
2,1,0.00,0.52,100.0
2,2,0.00,0.53,100.0
2,3,0.00,0.50,100.0
2,4,0.00,0.52,100.0
2,5,0.00,0.54,100.0
2,6,0.00,0.52,100.0
2,7,0.00,0.51,100.0
2,0,0.12,0.50,100.0
2,1,0.12,0.40,100.0
2,2,0.12,0.29,100.0
2,3,0.12,0.21,100.0
2,4,0.12,0.14,100.0
2,5,0.12,0.09,100.0
2,6,0.12,0.07,100.0
2,7,0.12,0.06,100.0
2,0,0.25,0.50,100.0
2,1,0.25,0.40,100.0
2,2,0.25,0.29,100.0
2,3,0.25,0.21,100.0
2,4,0.25,0.14,100.0
2,5,0.25,0.09,100.0
2,6,0.25,0.07,100.0
2,7,0.25,0.06,100.0
2,0,0.38,0.50,100.0
2,1,0.38,0.40,100.0
2,2,0.38,0.29,100.0
2,3,0.38,0.21,100.0
2,4,0.38,0.14,100.0
2,5,0.38,0.09,100.0
2,6,0.38,0.06,100.0
2,7,0.38,0.06,100.0
2,0,0.50,0.50,100.0
2,1,0.50,0.39,100.0
2,2,0.50,0.26,100.0
2,3,0.50,0.17,100.0
2,4,0.50,0.12,100.0
2,5,0.50,0.07,100.0
2,6,0.50,0.05,100.0
2,7,0.50,0.04,100.0
2,0,0.62,0.50,100.0
2,1,0.62,0.38,100.0
2,2,0.62,0.23,100.0
2,3,0.62,0.15,100.0
2,4,0.62,0.09,100.0
2,5,0.62,0.06,100.0
2,6,0.62,0.04,100.0
2,7,0.62,0.03,100.0
2,0,0.75,0.50,100.0
2,1,0.75,0.38,100.0
2,2,0.75,0.23,100.0
2,3,0.75,0.15,100.0
2,4,0.75,0.09,100.0
2,5,0.75,0.06,100.0
2,6,0.75,0.04,100.0
2,7,0.75,0.03,100.0
2,0,-0.75,0.56,464.15888336127773
2,1,-0.75,0.00,464.15888336127773
2,2,-0.75,0.00,464.15888336127773
2,3,-0.75,0.00,464.15888336127773
2,4,-0.75,0.00,464.15888336127773
2,5,-0.75,0.00,464.15888336127773
2,6,-0.75,0.00,464.15888336127773
2,7,-0.75,0.00,464.15888336127773
2,0,-0.62,0.56,464.15888336127773
2,1,-0.62,0.02,464.15888336127773
2,2,-0.62,0.00,464.15888336127773
2,3,-0.62,0.00,464.15888336127773
2,4,-0.62,0.00,464.15888336127773
2,5,-0.62,0.00,464.15888336127773
2,6,-0.62,0.00,464.15888336127773
2,7,-0.62,0.00,464.15888336127773
2,0,-0.50,0.56,464.15888336127773
2,1,-0.50,0.11,464.15888336127773
2,2,-0.50,0.00,464.15888336127773
2,3,-0.50,0.00,464.15888336127773
2,4,-0.50,0.00,464.15888336127773
2,5,-0.50,0.00,464.15888336127773
2,6,-0.50,0.00,464.15888336127773
2,7,-0.50,0.00,464.15888336127773
2,0,-0.38,0.56,464.15888336127773
2,1,-0.38,0.29,464.15888336127773
2,2,-0.38,0.04,464.15888336127773
2,3,-0.38,0.00,464.15888336127773
2,4,-0.38,0.00,464.15888336127773
2,5,-0.38,0.00,464.15888336127773
2,6,-0.38,0.00,464.15888336127773
2,7,-0.38,0.00,464.15888336127773
2,0,-0.25,0.56,464.15888336127773
2,1,-0.25,0.39,464.15888336127773
2,2,-0.25,0.15,464.15888336127773
2,3,-0.25,0.02,464.15888336127773
2,4,-0.25,0.00,464.15888336127773
2,5,-0.25,0.00,464.15888336127773
2,6,-0.25,0.00,464.15888336127773
2,7,-0.25,0.00,464.15888336127773
2,0,-0.12,0.56,464.15888336127773
2,1,-0.12,0.38,464.15888336127773
2,2,-0.12,0.16,464.15888336127773
2,3,-0.12,0.03,464.15888336127773
2,4,-0.12,0.00,464.15888336127773
2,5,-0.12,0.00,464.15888336127773
2,6,-0.12,0.00,464.15888336127773
2,7,-0.12,0.00,464.15888336127773
